host,listOfDetections,count
gggblack.com,0,0
istdownload.net,"[u'MyWOT', u'SURBL', u'AVGThreatLabs', u'MalwarePatrol']",4
www1.thebest-xlscanner.rr.nu,0,0
roxytrends.softquanta.org,0,0
slwoviilhcger.com,"[u'MyWOT', None]",2
ftpad.in,0,0
www1.lyrfoh4jtjom4.4pu.com,"[u'MyWOT', u'Avira', u'BitDefender']",3
softportal7.in,0,0
f1consultants.com,0,0
jjjduijwjh234.c0m.li,0,0
objectgator.org,0,0
noom.uzvsa.com,0,0
admin.vojtekracing.hu,"[u'BitDefender', u'z_protect']",2
asstro.net,0,0
axw.yourproblemisyou.in,0,0
abcjowelt.org,0,0
sales2010.cu.cc,[u'BitDefender'],1
webkursovikza.eu,0,0
avvocatostudiolegale.net,0,0
tefzzbki.cn,0,0
ww2.myjobresumeonline.com,0,0
www.louisianagrads.com,0,0
drupal.djramironarvaez.com.ar,0,0
x0.tetuku.com,0,0
hcn.1lafestoni.info,[u'BitDefender'],1
largescalebuffer.ru,"[u'MyWOT', u'SURBL', u'GoogleSafeBrowsing', u'DNS-BH', u'DShield']",5
ckvut.hrqtqwteqtg.tk,[u'BitDefender'],1
iiacbbsincz.com,"[u'MyWOT', u'SCUMWARE', None]",3
trailblazer.filemvkaqualityqan.org,0,0
chips.nauticalsolutions.net,0,0
www2.powertzsoft.it.cx,0,0
www1.thebesttqdefense.rr.nu,0,0
porertiasw.tk,0,0
doorpanama.cu.cc,0,0
www.nssncjn.in,0,0
ankushnews.cu.cc,[u'BitDefender'],1
ww2.taylorgram.com,0,0
myshop-ideal.com,0,0
seeqwre.tk,0,0
z5fzz3.playoffscycle.pw,0,0
modem-setebassindethau.fr,0,0
xecoqor.tk,0,0
www2.firstyknetwork.net.tf,0,0
is-plus.biz,"[u'SpamhausDBL', u'BitDefender', u'Quttera']",3
abogadoslongisland.com,0,0
rloasada.tk,0,0
whoertsnoolldisc.biz,0,0
dalike.eu,[u'GoogleSafeBrowsing'],1
bjuewe.tk,"[u'GoogleSafeBrowsing', u'AVGThreatLabs']",2
8queen.net,0,0
rkvj.info,0,0
fietsclinics.nl,[u'Sucuri'],1
ipnet.homeftp.org,0,0
www2.w6eg8aj3.jvvg.org,0,0
212.38.166.12,0,0
50c103d78313e.kodalex.net,0,0
defjowelt.org,0,0
marinstat0338292.ru,0,0
houserent3.in,0,0
retina-juler.com,"[u'SpamhausDBL', u'MyWOT', u'SURBL', u'BitDefender', u'GoogleSafeBrowsing']",5
lyvegetarians.net,"[u'SpamhausDBL', u'MyWOT', u'SURBL']",3
www1.saveckguard.ddns.info,0,0
www.studenti.it,0,0
www2.firstpfql-master.it.cx,0,0
kfriedrich.com,[u'BitDefender'],1
frostrun.ru,0,0
www1.save-scannernyl.dnset.com,0,0
46.166.136.109,0,0
langaz.pl,0,0
cyclonyz.com,0,0
www1.first-tknetwork.dnset.com,0,0
justifiesclich.net,0,0
helpindownp.in,0,0
c73.1b.3d3.9429.89d.7f897b9.94c.8587.300.mhwiizsswfm.parallelgood.pw,[u'BitDefender'],1
hzcc9eu.highjumpbow.pw,0,0
dismissal.trivialnx.org,0,0
terminologyipadinitiating.org,"[u'SCUMWARE', u'SpamhausDBL']",2
oiutrrfr.in,0,0
myscoreonline.com,0,0
37.157.255.64,0,0
37.157.255.65,0,0
37.157.255.60,0,0
37.157.255.61,0,0
37.157.255.62,0,0
37.200.68.215,0,0
wqzuy2z.competitorriding.pw,0,0
homepagelabo.com,0,0
sindacsba.org.br,0,0
www1.n696gq6x.kein.hk,0,0
plastischechirurgie.net,"[u'MyWOT', u'SCUMWARE', u'SURBL', u'BitDefender', u'DrWeb', u'GoogleSafeBrowsing', u'YandexSafeBrowsing', u'Sucuri']",8
skinflint.ru,[u'MyWOT'],1
dalake34.co.cc,"[u'BitDefender', u'DrWeb']",2
none.kinnetix.com,0,0
www2.hardn-scanner.it.cx,0,0
178.162.182.113,0,0
secure.oi-installer2.com,"[u'MyWOT', u'SCUMWARE', u'Avira', u'hpHosts']",4
rb3x5s.justicedeliver.biz,0,0
67.196.3.67,0,0
feeds.justdrv.com,0,0
67.196.3.69,0,0
67.196.3.68,0,0
bviakie.tk,0,0
ruqyxed.ru,0,0
ozanmuzik.cx.cc,0,0
bieliserser.tk,0,0
glmailbacon.org,[u'AVGThreatLabs'],1
a3fvkv6p.bronzebowler.pw,0,0
lboibus.tk,0,0
paros666.com,0,0
9v8.ru,"[u'MyWOT', u'BitDefender']",2
gamerlove.info,"[u'SCUMWARE', u'BitDefender']",2
193.169.244.232,0,0
secure.oinstaller.com,"[u'SCUMWARE', u'hpHosts', u'CRDF']",3
item.reddawndigital.net,0,0
traaf.org,0,0
emergency.microsoft.security.software.update.patch.bwxr.7yebatek.info,0,0
download.videostudiodownload.com,[u'SCUMWARE'],1
65.49.23.131,0,0
egeneration.it,0,0
weblog.immo-030.nl,[u'BitDefender'],1
tntvfgeojc.myftp.biz,0,0
20044.r.gd,"[u'MyWOT', u'BitDefender', u'BrowserDefender']",3
www.consultrain.info,0,0
livingmemorials.ie,[u'AVGThreatLabs'],1
www2.smart-checkerok.it.cx,0,0
vseby.iomert.chickenkiller.com,0,0
thesavvymillionaire.com,"[u'BitDefender', u'BrowserDefender', u'DrWeb']",3
datanotvideos.org,"[u'MyWOT', u'SURBL', u'MalwarePatrol']",3
soodiud22.info,0,0
hihihihiihihihihi.ipq.co,"[u'MyWOT', u'SCUMWARE', u'GoogleSafeBrowsing', u'AVGThreatLabs']",4
rovikvy.ru,0,0
info.oylcredit.com.ar,"[u'SCUMWARE', u'AVGThreatLabs']",2
bs-self.s3.amazonaws.com,0,0
www2.simpleguardrv.de.lv,0,0
studio-chicago2012.net,0,0
46l9.pps4.in,0,0
117.21.189.57,0,0
jebtelyx.ru,"[u'MyWOT', None, u'GoogleSafeBrowsing', u'SpamhausDBL', u'SURBL', u'DrWeb']",6
206-rc.ch,[u'AVGThreatLabs'],1
mostrasangiuseppe.it,"[u'MalwareDomainList', u'MyWOT', u'BrowserDefender', None, u'DNS-BH', u'GoogleSafeBrowsing', u'SURBL']",7
drupal.donnysgeekdom.net,0,0
lad.axleserves.com,0,0
www.zainsucks.info,0,0
denizlitml.cu.cc,0,0
product-best.net,"[u'MyWOT', u'SCUMWARE', u'BitDefender']",3
jgu777ygi.c8.biz,[u'BitDefender'],1
moviedatabasesrv.com,"[u'MyWOT', u'BitDefender']",2
rasimbasaran.com,0,0
ztbzr.dsfwwe.jumpingcrab.com,0,0
yzbnu.rizzuti2gunderson.us,0,0
pitiaswe.tk,0,0
exsoundgirl.ru,0,0
lhtiomsq.dyndns-ip.com,0,0
iyzfnresfe.com,0,0
lmstat3.info,0,0
wdwevrbkh.freewww.biz,0,0
ogniwa-paliwowe.info,0,0
exianwmi.changeip.name,0,0
u.american-aviation.com,0,0
skill.lv,0,0
www.joomla-guide.dk,0,0
178.32.79.78,0,0
dekleermaeker.be,0,0
rstyellow.info,0,0
ghjfunlove.net,"[u'MyWOT', u'BitDefender', u'BrowserDefender']",3
icecreamandpizza9.com,0,0
outlet-kagu.net,[u'BitDefender'],1
guitarshopuk.co.cc,0,0
artnovation.it,"[u'SCUMWARE', u'BitDefender']",2
46.119.206.161,0,0
69.194.194.222,0,0
109.236.88.105,0,0
129.121.100.104,0,0
zvyof.ruhnjm.in,0,0
v8gps.kayakingcontractor.pw,0,0
87.200.5.133,0,0
dynamicyards.com,0,0
pemrioxnfx.cz.cc,0,0
295rvr118otugbypu8iydip.carbonfiberwheels.co.uk,0,0
www.colotion.com,0,0
klsite.in,0,0
www2.power-armyjk.in,0,0
worshipreleased.com,0,0
www.seafit.in,0,0
vegashoneyz.cu.cc,[u'BitDefender'],1
gigkussse.tk,"[u'MyWOT', u'SURBL', u'AVGThreatLabs', u'BitDefender']",4
www1.personalf-guard.uni.me,"[u'MyWOT', u'BitDefender']",2
central.ntdesign.com.br,0,0
shiftcontrol.biz,[u'BitDefender'],1
name-distribution.ru,0,0
runcks.bplaced.net,0,0
91wfonfwi.justdied.com,[u'BitDefender'],1
www2.firstjuscaner.kwik.to,0,0
qxorr.fasfsaf.tk,0,0
sakateam.com,[u'BitDefender'],1
vikiepis.tk,0,0
musicwb.net,[u'BitDefender'],1
cyberab.in,0,0
exordiumsolution.com,"[u'SCUMWARE', u'SURBL', u'BitDefender', u'DrWeb', u'CRDF']",5
uyeyss.tk,"[u'MyWOT', u'SURBL', u'BitDefender']",3
67.196.49.169,0,0
188.72.248.168,0,0
67.196.49.161,0,0
67.196.49.166,0,0
188.72.248.160,0,0
67.196.49.164,0,0
67.196.49.165,0,0
5b2cuh9sotn7jc9usz9xmri62024dea9f3b5668040eb9b529fb88579.badkamer-tegels.be,[u'BitDefender'],1
krzj.org.in,"[u'SpamhausDBL', u'BitDefender']",2
66.55.157.198,0,0
66.55.157.196,0,0
info.vanderfoguel.com.ar,0,0
flughafenparkservice.info,[u'GoogleSafeBrowsing'],1
g8z.ru,0,0
cuiwlixfs.zyns.com,0,0
goldyfan.net,0,0
ciscoinnovation.com,0,0
cameleon.leolux.com,[u'AVGThreatLabs'],1
5.248.56.79,0,0
shawneemissionschoolsreidteam.com,"[u'MyWOT', u'BitDefender', u'hpHosts', u'DrWeb']",4
romeoalivemay.net,0,0
hyt55t.com,0,0
afkafk.kubiserv.pl,0,0
rokko.poundstone.co.uk,0,0
www1.personal-cleaneraj.de.lv,0,0
macsavon.cu.cc,0,0
aculpulref.monbe.be,0,0
s02.net.tc,0,0
dfqqq.12wildwood.ca,[u'BitDefender'],1
promoution093.ru,0,0
www.evm-centr.ru,0,0
ukrre-tea.info,0,0
www.shar-m.com,0,0
www2.j18sg6zdbm3f1e8k.wpbh.org,0,0
vtjtydzkr.dnset.com,0,0
mymxzj.jobsandhops.biz,0,0
comomepuedoembarazar.com,0,0
www.xmasgifthighlights.com,0,0
ahzhfvfjn.freewww.biz,"[u'MyWOT', u'GoogleSafeBrowsing', u'DNS-BH', u'DShield']",4
www2.bestpholder.it.cx,0,0
ggtirign.org.in,0,0
stakehuse.com,0,0
fedswenopo.biz,"[u'MyWOT', u'SCUMWARE', u'SURBL', u'BitDefender', u'DNS-BH']",5
drqwwe.bcpot.info,[u'BitDefender'],1
vukispa.mastrangelomesas.com.ar,0,0
sridharmasasthatemple.org,0,0
188.165.95.15,0,0
www.gendertomes.com,0,0
gqu.ns02.us,0,0
goldclick.pro,"[u'MyWOT', u'SURBL', u'BitDefender', u'GoogleSafeBrowsing', u'DNS-BH', u'DShield']",6
ffs-hohenahr.de,"[u'MalwareDomainList', u'MyWOT', u'BrowserDefender', None]",4
www1.firstdefenseio.82i.net,[u'BrowserDefender'],1
www.ticketstarter.se,0,0
pulpic.com,"[u'MyWOT', u'SCUMWARE', None, u'BitDefender', u'BrowserDefender', u'DrWeb']",6
moloko-host.net,0,0
abcforest.org,0,0
abarboza.com.br,"[u'MyWOT', u'BitDefender', u'YandexSafeBrowsing', u'Sucuri']",4
178.162.137.136,0,0
ad8.powerservices23.in,0,0
poselkin.in,0,0
www1.safe-masterkk.25u.com,0,0
emglowerna.info,0,0
www.saintsrevolution.com,0,0
boeingmiles.com,"[u'MyWOT', u'SCUMWARE', u'BitDefender']",3
crialie.tk,"[u'GoogleSafeBrowsing', u'SpamhausDBL']",2
tialiww.tk,0,0
dalake26.co.cc,0,0
eteknenywofoo.com,0,0
www.old.larinisystems.com,0,0
www.museum-schweiz.ch,0,0
110.134.223.175,0,0
ghiground.org,0,0
fabiola-voyance.com,0,0
l93tao.sunhattickseed.biz,0,0
mediadotnet.ma,0,0
www.sushiparadisecairns.com,0,0
jguanhde.tk,0,0
desarrollosdelpacifico.com,0,0
tiroslos.tk,0,0
91.213.233.219,0,0
enakinukia.ru,"[u'MyWOT', u'DNS-BH', u'GoogleSafeBrowsing', u'SpamhausDBL', u'SURBL', u'AVGThreatLabs']",6
stats.anportshop.com,0,0
orpatech.com,0,0
apteka-tas.com.ua,0,0
istanbulneoretina.com,[u'BitDefender'],1
95.211.158.225,0,0
fcschwand-fussballabteilung.de,0,0
00ozii0.epac.to,0,0
www2.dp2fled92gpew3.wpbh.org,0,0
www.cundiff-steel.com,0,0
198.148.81.69,0,0
an-intermedi.info,[u'BitDefender'],1
fdafadv.freewww.info,0,0
hulsterbuut.nl,[u'BitDefender'],1
www1.ivifspsgabpcc2.kein.hk,0,0
fox.sasvt.com,0,0
sppffj.freewww.biz,"[u'MyWOT', u'YandexSafeBrowsing']",2
www1.simpleps-soft.com,0,0
88868bf8e7.vakede.pro,[u'BitDefender'],1
hotelambra.de,0,0
gavapira.info,0,0
worldmiracle.org,[u'BitDefender'],1
sdsolo3094944792.us,0,0
www.downloadcamp.com,0,0
www.amsystem.es,0,0
dn.download-files.net,0,0
178.162.170.190,0,0
8w0tube.c01.at,0,0
acdopzgamcp.com,0,0
mvqvpq.freewww.info,"[u'MyWOT', u'SCUMWARE']",2
www.mortons.hu,0,0
static.bicdn.com,"[u'SCUMWARE', u'Avira', u'hpHosts', u'DrWeb', u'YandexSafeBrowsing']",5
observatorio.esportes.mg.gov.br,0,0
12-pn-installer-310615853.us-east-1.elb.amazonaws.com,0,0
oranges.uk.pn,0,0
backupmp2.in,0,0
www1.simplegq-network.rr.nu,0,0
ff3c85.6cb73.bed20.ce.85bd96.f3.80b.f50.sljlwtuv.doimply.in,0,0
imagedumper.su,0,0
www.hfsless.in,0,0
www.bbadkf.in,0,0
gigabase.info,0,0
basketballshootingsecrets.com,0,0
selfautomobile.info,0,0
sdpxebptizo.ddns.name,0,0
dalake41.co.cc,0,0
20006.r.gd,"[u'MyWOT', u'BitDefender', u'BrowserDefender']",3
koppb.firberener.ignorelist.com,0,0
auhiymea.cn,0,0
pecanbrotastic.net,0,0
myoklas.info,0,0
em-publicaciones.com,"[u'MyWOT', u'BitDefender']",2
collegeboysfeet.com,0,0
qwer.kinnetix.com,0,0
pqrcat.org,0,0
91.194.214.68,0,0
91.194.214.66,0,0
aquaintacta.com,[u'AVGThreatLabs'],1
erioloas.tk,0,0
clinicgear.cx.cc,0,0
ybscd.rqrqwtqw.tk,0,0
ieoohfj.bronzebowler.pw,0,0
jimmyd.wereherol.com,0,0
abra-kadabra.tk,0,0
softwareplaycenter.eu,"[u'SCUMWARE', u'AVGThreatLabs', u'BitDefender']",3
hdfhds.coom.in,0,0
resultsoutperforms.info,0,0
www2.h5v9jv6e1dcpen.jvvg.org,[u'BitDefender'],1
gosipia.kr,"[u'MyWOT', u'SCUMWARE']",2
tdip.radiokometa.org.ru,0,0
liodfddj.dnsdojo.net,0,0
84avenue.com,0,0
giveittome.usa.cc,0,0
tisdale.us,"[u'SCUMWARE', u'BitDefender', u'DrWeb']",3
hfdhdfh.ipq.co,0,0
oxaqm.h1x.com,0,0
machineaidedcognition.phibia.ca,0,0
92.52.171.177,0,0
188.230.103.122,0,0
www1.lc7pfmxna0wpa9.4pu.com,"[u'MyWOT', u'Avira', u'BitDefender', None, u'GoogleSafeBrowsing']",5
routix.ru,0,0
www.zaerbis.in,0,0
www.bestbuyshop.in.ua,0,0
www.ftp.massagepraktijkneigep.nl,0,0
xlzvsxkx.compress.to,0,0
quickedh.monbe.be,0,0
thehorserunsleft.com,0,0
summer.atolllagoon.biz,0,0
46.250.101.224,0,0
www.contentgenerator.net,0,0
dvkfol.in,0,0
dgconcerts.cu.cc,[u'BitDefender'],1
vghigdgzm.freewww.biz,"[u'MyWOT', u'YandexSafeBrowsing']",2
domainscallrr.com,0,0
50.30.47.80,0,0
hipdiaewew.tk,0,0
91.121.153.68,0,0
greatglad.com,0,0
201419.hnbp.ms.xdsszqwecnu.floatssouthern.pw,0,0
1122102749,0,0
ghifile.org,0,0
fimrulyv.ru,"[u'MyWOT', u'SURBL', u'DrWeb', u'GoogleSafeBrowsing', u'DNS-BH', u'DShield']",6
mscommunity.x9b.org,0,0
www.nationallydownload.com,0,0
www2.personalvtfdefense.it.cx,0,0
voiceofralph.com,[u'BitDefender'],1
goodmovie.in,0,0
blbojese.tk,"[u'MyWOT', u'SURBL', u'BitDefender']",3
interpoladvisers.info,0,0
1540987231,0,0
1587589125-5.ematederavrt.ru,0,0
bestpack.uni.me,0,0
fittingsandvalves.in,"[u'MalwareDomainList', u'MyWOT', u'BrowserDefender', None, u'DNS-BH']",5
ferawwr.tk,0,0
208.131.138.217,0,0
193.33.186.243,0,0
194.12.100.121,0,0
vfsdgsd.dsmtp.com,0,0
uhofz.medicksflowertype.net,[u'SpamhausDBL'],1
down.consumocuidado.com.co,"[None, None, u'GoogleSafeBrowsing', u'AVGThreatLabs']",4
510360ce271ed.cc-mw.com,[u'BitDefender'],1
businesspressagricol.info,"[u'SCUMWARE', u'BitDefender']",2
mrdjee.freewww.biz,0,0
shoeshe3.in,0,0
cherrybombpetition.org,"[u'MyWOT', u'SCUMWARE', u'BitDefender']",3
bakucity.ce.ms,0,0
gwensgoods.cu.cc,[u'BitDefender'],1
cseommiocsca.com,0,0
www.pills2loseweight.com,0,0
mcapenang.cu.cc,0,0
beezhozs.cn,0,0
gillerser.tk,0,0
t21.net.tf,0,0
www.maxxizone.it,0,0
marinstat8418224.ru,0,0
www1.jgl901f35k6f4.4pu.com,0,0
www.gillerop.in,0,0
109.236.85.56,0,0
109.236.85.57,0,0
alienbuffet.cu.cc,[u'BitDefender'],1
barclaywebdesign.ca,"[u'MyWOT', None, u'DNS-BH', u'GoogleSafeBrowsing', u'SURBL']",5
jo-escort-hof.com,0,0
user.pamelibulahykirch.biz,0,0
benefitngs.aelita.fr,0,0
www.getmymp3.pw,0,0
toperprseof.in,0,0
3855223000-6.choicor.ru,[u'BitDefender'],1
fdafadf.longmusic.com,0,0
65.75.177.149,0,0
pediatricdentalassoc.com,"[u'SCUMWARE', u'BitDefender', u'GoogleSafeBrowsing', u'YandexSafeBrowsing']",4
www1.savejbmaster.dnset.com,0,0
t24.edu.tf,0,0
mideop.clickclacks.net,0,0
samantaanimals.org,0,0
antarcticicemarathon.com,"[u'BitDefender', u'Sucuri']",2
fllye.sociaulmicro.biz,0,0
50e3453dcbb1f.namicmarketing.com,[u'BitDefender'],1
lncbojh.co.tv,0,0
awqgqkagrestitution.ezdamtscalingwwsg.org,0,0
diablorealm.net,[u'AVGThreatLabs'],1
3169146962,0,0
ap-facebook.com,0,0
www.hkjhjkhkj.in,0,0
ayverlookz.ce.ms,0,0
pamelajaynephotography.com,0,0
inst.express-files.com,"[u'MyWOT', u'SCUMWARE', u'ThreatLog']",3
ziarul-obiectiv.ro,"[u'MyWOT', u'SCUMWARE', u'hpHosts', u'DrWeb', u'YandexSafeBrowsing']",5
update.memothis.co.kr,"[u'MyWOT', u'SCUMWARE', None, None, u'MalwarePatrol']",5
www2.hardguardli.it.cx,0,0
perisla.tk,0,0
184.105.237.182,0,0
maca-restaurante.pt,"[u'MyWOT', u'BitDefender']",2
cuunmiywjz.sytes.net,0,0
ghjmalta.info,"[u'GoogleSafeBrowsing', u'BitDefender']",2
corporatebusinesssystems.com,"[u'SCUMWARE', u'BitDefender']",2
besthostingaroundhere.info,0,0
croral.com.br,0,0
pyykxug.ru,0,0
bilowest.cu.cc,[u'BitDefender'],1
mariko3.in,0,0
1506812532,0,0
scully.neoshomes.com,0,0
walikasirikahonyuu.glucomander.net,0,0
bromeo.info,0,0
bkkyqkn.wikaba.com,0,0
lopoqwrw.tk,0,0
taste.frontsightblog.com,"[u'MyWOT', u'BitDefender']",2
ticketptmw.aelita.fr,0,0
kxiqtmo.freewww.biz,0,0
www.syrianmeds.net,0,0
broderie-strass.com,0,0
nynewspap.com,0,0
global.e3.idspeed.com,"[u'BitDefender', u'BrowserDefender']",2
letni-detske-tabory-rikitan.cz,0,0
app.lhzs.37wan.com,0,0
art.tamgu.com.ar,0,0
yxyqwiz.ru,0,0
t323yku82ao2415qjbr13tj60734df8831b1488d40eb9b52b0367bbf.belastingvoordeel-zonnepanelen.be,0,0
cdn.download.sweetpacks.com,[u'SCUMWARE'],1
effortia.tk,[u'GoogleSafeBrowsing'],1
singlehandedlyled.org,0,0
213.186.59.112,0,0
198.50.194.20,0,0
ofltuiymbasjusdfgx.cu.cc,[u'BitDefender'],1
skylightgallerynyc.info,0,0
static-server.c0m.li,"[u'MyWOT', u'SCUMWARE', u'BitDefender', u'BrowserDefender']",4
gialiwer.tk,0,0
212.38.166.50,0,0
5.135.192.19,0,0
vsawe4.bcpot.info,"[u'SCUMWARE', u'BitDefender']",2
mjk3vzhu.btowceimptovice.biz,0,0
hkspm.fdagdsag.tk,[u'BitDefender'],1
awesomeleetspeak.net,0,0
vaieer.tk,0,0
flipcrossing.ru,0,0
436sfdh.getmemoretraffff.info,[u'GoogleSafeBrowsing'],1
ab21.net,"[u'BitDefender', u'BrowserDefender']",2
37.157.255.28,0,0
win8searcherscom.com,0,0
kolokpolopopop.net.ms,0,0
working-together.nl,0,0
searchgenericus.com,0,0
kols.uni.me,"[u'MyWOT', u'BitDefender']",2
ikengadevgroup.org,0,0
sj0.ru,0,0
potilaoswt.tk,0,0
nealethomas.com.s3-website-eu-west-1.amazonaws.com,0,0
kolplay.com,[u'BrowserDefender'],1
www.aheadnet.de,0,0
download.cdn.bearshare.com,[u'SCUMWARE'],1
matorkeep.com,0,0
dkeisjnwe.tk,"[u'MyWOT', u'SURBL']",2
uchlinderma.com,0,0
fishersmansslow.org,0,0
portal.wiz.com.sg,0,0
seostockmghoold.info,0,0
conexaoorigami.com,[u'BitDefender'],1
w250393.blob1.ge.tt,0,0
user.seasovonejeaakkin.us,[u'BitDefender'],1
vodafonebursa.net,"[u'MyWOT', u'SURBL']",2
aerobox.ho.ua,0,0
46.182.31.36,0,0
www1.powerguardf.kwik.to,0,0
www.herbday.org,0,0
emmayrob.com,0,0
blezdgl.dns-stuff.com,0,0
firstcupapa.in,0,0
www2.wyl92ro0jtw2eflf-8.vqtel.net,"[u'MyWOT', u'BitDefender']",2
centerekyd.monbe.be,0,0
jbvubue.tk,0,0
www.naxver.com,0,0
46.30.43.17,0,0
xxx.fissher.in,0,0
digital-dust.net,0,0
mtiwbbl.tk,0,0
www2.thebest-cleanertcn.82i.net,[u'BrowserDefender'],1
iokun.co.uk,"[u'BitDefender', u'BrowserDefender', u'Sucuri']",3
tgnpho.com,0,0
www.booksell.wikion.com,0,0
jakybus.ru,"[u'MyWOT', u'GoogleSafeBrowsing', u'SURBL', u'AVGThreatLabs']",4
www.awerilam.in,0,0
2ovoifou.adsforcorpcpm.pw,"[u'BitDefender', u'GoogleSafeBrowsing']",2
juhj.niiza.nl,[u'BitDefender'],1
the-task-building-blog.info,0,0
jkqu.org.in,"[u'SCUMWARE', u'SpamhausDBL', u'BitDefender']",3
meizennull.com,0,0
www1.toprvarmy.ddns.info,0,0
centurionseacadets.org,0,0
011rtr6kjtjdrhkyl68pkrjthbdfntmk.servehttp.com,0,0
flava-stevenson.com,"[u'SCUMWARE', u'AVGThreatLabs']",2
beriolsoas.tk,0,0
www.surfcaster.com,0,0
vablast.socrammoyart.com.ar,0,0
sepatch.org,"[u'MyWOT', u'SCUMWARE', u'BitDefender', u'Sucuri']",4
12ws.lapa4ka.in,0,0
download-faster.net,"[u'SCUMWARE', u'Avira', u'AVGThreatLabs']",3
zegykso.ru,"[u'MyWOT', u'GoogleSafeBrowsing', u'SpamhausDBL', u'SURBL']",4
55516.ttl60.com,0,0
nakshtech.cu.cc,0,0
65.75.149.146,0,0
a1.topsitestats.info,0,0
espressotaste.be,0,0
rimoriverexpeditions.com,0,0
s107.de.tc,0,0
giuliadente.info,[u'MyWOT'],1
secure.5-fusioninstall.com,"[u'MyWOT', u'SCUMWARE', u'BitDefender', u'hpHosts', u'YandexSafeBrowsing']",5
fvjemeqat.ftp1.biz,0,0
www1.top-checkerlh.in,0,0
fhjigr57h4hnrt5t.info,0,0
velouchiusa.org,0,0
vwmediaplayer.com,"[u'MyWOT', u'SCUMWARE', u'SURBL', u'BitDefender']",4
chookegg.cu.cc,[u'BitDefender'],1
outlooklikemultilevel.org,[u'BitDefender'],1
telex.wizardlyhex.com,0,0
bestfilms3.in,0,0
theriba.cu.cc,0,0
www.kredit-fakten.de,0,0
www2.hardsuitep.Kwik.To,0,0
primarilysilver.biz,0,0
www.filessly.com,0,0
8f.ec8bed8.f8.ce1df6c.45d11.833.df3a4.5.yxdbulanrn.neverunits.in,0,0
ADVANSEDBREACK.COM,0,0
poskssjs.tk,0,0
fydyswuweye.tk,0,0
serj6heror.dumb1.com,0,0
assessmentbelize.asia,"[u'SCUMWARE', None, u'BitDefender']",3
1844204107,0,0
65.75.156.189,0,0
www.banddirector.com,0,0
interest.fightyourbills.net,0,0
csfeo2.plantabicrycontntmnt.biz,0,0
derafil.eu,"[u'BitDefender', u'BrowserDefender']",2
jkldrink.org,0,0
praceziemne.hoste.pl,[u'Sucuri'],1
129.121.163.4,0,0
googlenaimokimbles.info,0,0
eset.formsbasedscreeners.asia,0,0
captivanet.net,0,0
got4you.in,0,0
music.ilovenypizzaofqueensbury.com,0,0
88.198.228.109,0,0
incredible.yourcareforce.com,0,0
allmondrage.ru,0,0
teenageteenies.in,0,0
re7mhz41oybx3pqnaujlkt-sf92w806v5gdic.n-4-8v5-e6w-o3.is-very-evil.org,0,0
www.enor.lv,0,0
50f5b2163d8f3.joinvisalus.co,[u'BitDefender'],1
1604534972,0,0
faunus112.cu.cc,[u'BitDefender'],1
ashworth-tenebanturque.captailz.com,0,0
viapoiowee.tk,0,0
a.teenburg-movies.com,0,0
4mm.from-ny.net,"[u'BitDefender', u'BrowserDefender']",2
tqfprt.sytes.net,0,0
img303.momokoko.ru,"[u'MyWOT', None]",2
r8r8.gnway.net,0,0
dorcia-tancerka.pl,0,0
lichtundfilm.de,0,0
osftee.garmet.co.uk,0,0
ghwegdbwe.tk,[None],1
protradersclub.net,0,0
autobike.korofkio.ru,"[u'SCUMWARE', u'BitDefender']",2
beergoodbe.in,0,0
qcajaemsb.dnset.com,0,0
tiredream.com,0,0
200.46.204.8,0,0
whhe.k23rugaru.info,0,0
52780229.nl.strato-hosting.eu,[u'GoogleSafeBrowsing'],1
newtotenham.net,0,0
jkljuice.org,0,0
9238.in,0,0
help-web.in,"[u'SCUMWARE', u'GoogleSafeBrowsing', u'AVGThreatLabs', u'BitDefender']",4
mazda.georgewkohn.com,"[u'MyWOT', u'SCUMWARE', u'BitDefender', u'GoogleSafeBrowsing', u'YandexSafeBrowsing']",5
www2.bestugsecurity.it.cx,0,0
ghidrink.org,"[u'GoogleSafeBrowsing', u'BitDefender']",2
allhomesolutionsllc.com,0,0
razlet.in,0,0
gangliarpuniformly.capstonehedge.com,[u'BitDefender'],1
lifepokerstarson.com,0,0
188.72.248.179,0,0
andasiveish.pro,0,0
nudsawyj.ru,"[u'MyWOT', u'SURBL', u'BitDefender', u'DNS-BH', u'DShield']",5
91.209.77.58,0,0
gefbkwsgmcp.com,0,0
an-wis.info,0,0
78.159.101.181,0,0
inklove.in,0,0
gimimniko.ru,"[u'SpamhausDBL', u'MyWOT', u'SURBL']",3
0hb.ru,"[u'MyWOT', u'SURBL', u'BitDefender']",3
qweiosa.tk,"[u'MyWOT', u'GoogleSafeBrowsing', u'SpamhausDBL', u'SURBL']",4
africanmangoextract4u.info,"[u'BitDefender', u'GoogleSafeBrowsing']",2
gabbridge.ru,0,0
chargeriston.in,0,0
www1.r5iyofzvaq6zvc.4pu.com,0,0
vhwt.org.in,0,0
marketing.jla-computers.co.uk,0,0
deephole.info,0,0
radiofusion.eu,[u'SCUMWARE'],1
trk.airinstaller.com,"[u'SCUMWARE', u'hpHosts', u'CRDF', u'Fortinet']",4
kindernetzwerk-hunsrueck.de,0,0
5108216734411.wheelchairsforindia.org,[u'BitDefender'],1
