"vwxjuice.org","52","Bkav,MicroWorld-eScan,nProtect,CMC,CAT-QuickHeal,McAfee,Malwarebytes,K7AntiVirus,K7GW,TheHacker,NANO-Antivirus,F-Prot,Symantec,Norman,TotalDefense,TrendMicro-HouseCall,Avast,eSafe,Kaspersky,BitDefender,Agnitum,SUPERAntiSpyware,Ad-Aware,Emsisoft,Comodo,F-Secure,DrWeb,VIPRE,AntiVir,TrendMicro,McAfee-GW-Edition,NOD32,Sophos,eTrust-Vet,Jiangmin,Baidu-International,Antiy-AVL,Kingsoft,Microsoft,ViRobot,GData,Commtouch,AhnLab-V3,VBA32,PCTools,ESET-NOD32,Rising,Ikarus,Fortinet,AVG,Panda,Qihoo-360"
"ppcuscaca.chickenkiller.com","13","DrWeb,AntiVir,TrendMicro,Microsoft,GData,ESET-NOD32,TrendMicro-HouseCall,Avast,Kaspersky,Ikarus,Fortinet,AVG,Comodo"
"1334166651","15","F-Secure,GData,Symantec,McAfee-GW-Edition,ESET-NOD32,TrendMicro-HouseCall,Sophos,Avast,Kaspersky,AntiVir,McAfee,Ikarus,Fortinet,PCTools,Microsoft"
"www1.personalennetwork.in","21","DrWeb,AntiVir,McAfee-GW-Edition,Sophos,CAT-QuickHeal,Jiangmin,McAfee,Antiy-AVL,Microsoft,ViRobot,GData,Symantec,VBA32,TrendMicro-HouseCall,Avast,Kaspersky,NANO-Antivirus,Ikarus,Fortinet,AVG,Comodo"
"xstrippersblog.in","34","nProtect,CAT-QuickHeal,McAfee,K7AntiVirus,TheHacker,VirusBuster,NOD32,Symantec,Norman,TrendMicro-HouseCall,Avast,eSafe,Kaspersky,BitDefender,Sophos,Comodo,F-Secure,DrWeb,VIPRE,AntiVir,TrendMicro,McAfee-GW-Edition,Emsisoft,Jiangmin,Antiy-AVL,Microsoft,GData,AhnLab-V3,VBA32,PCTools,Ikarus,Fortinet,AVG,Panda"
"interviewsyamaha.org","37","MicroWorld-eScan,CAT-QuickHeal,McAfee,K7AntiVirus,TheHacker,F-Prot,Symantec,Norman,ESET-NOD32,TrendMicro-HouseCall,Avast,Kaspersky,BitDefender,NANO-Antivirus,Emsisoft,Comodo,F-Secure,DrWeb,VIPRE,AntiVir,TrendMicro,McAfee-GW-Edition,Sophos,Jiangmin,Kingsoft,Microsoft,ViRobot,AhnLab-V3,GData,Commtouch,TotalDefense,VBA32,PCTools,Ikarus,Fortinet,AVG,Panda"
"bnmbnbb.c0m.li","43","Bkav,MicroWorld-eScan,nProtect,CMC,McAfee,Malwarebytes,K7AntiVirus,K7GW,TheHacker,F-Prot,Symantec,Norman,ESET-NOD32,TrendMicro-HouseCall,Avast,ClamAV,Kaspersky,BitDefender,NANO-Antivirus,Tencent,Ad-Aware,Emsisoft,Comodo,F-Secure,DrWeb,VIPRE,AntiVir,TrendMicro,McAfee-GW-Edition,Sophos,Antiy-AVL,Kingsoft,Microsoft,ViRobot,GData,Commtouch,AhnLab-V3,Rising,Ikarus,Fortinet,AVG,Baidu-International,Qihoo-360"
"98fne6.com","45","Bkav,MicroWorld-eScan,nProtect,CAT-QuickHeal,McAfee,K7AntiVirus,TheHacker,VirusBuster,NOD32,F-Prot,Symantec,Norman,TrendMicro-HouseCall,Avast,eSafe,ClamAV,Kaspersky,BitDefender,Rising,Ad-Aware,Emsisoft,Comodo,F-Secure,DrWeb,VIPRE,AntiVir,TrendMicro,McAfee-GW-Edition,Sophos,eTrust-Vet,Jiangmin,Antiy-AVL,Microsoft,SUPERAntiSpyware,GData,Commtouch,AhnLab-V3,VBA32,PCTools,Tencent,Ikarus,Fortinet,AVG,Panda,Qihoo-360"
"envy.kickassribs.com","31","MicroWorld-eScan,McAfee,Malwarebytes,K7AntiVirus,K7GW,Agnitum,ESET-NOD32,TrendMicro-HouseCall,Avast,Kaspersky,BitDefender,NANO-Antivirus,Ad-Aware,Sophos,F-Secure,DrWeb,VIPRE,AntiVir,McAfee-GW-Edition,Emsisoft,Antiy-AVL,Microsoft,GData,Commtouch,Panda,Tencent,Ikarus,Fortinet,AVG,Baidu-International,Qihoo-360"
"potusaer.tk","9","Symantec,TrendMicro,TrendMicro-HouseCall,Sophos,Jiangmin,McAfee,AntiVir,Fortinet,Microsoft"
"h9y.ru","35","Bkav,MicroWorld-eScan,McAfee,K7AntiVirus,NOD32,F-Prot,Symantec,Norman,ESET-NOD32,TrendMicro-HouseCall,Avast,eSafe,Kaspersky,BitDefender,NANO-Antivirus,Emsisoft,Comodo,F-Secure,DrWeb,VIPRE,AntiVir,TrendMicro,McAfee-GW-Edition,Sophos,eTrust-Vet,Antiy-AVL,Microsoft,GData,Commtouch,VBA32,PCTools,Rising,Ikarus,Fortinet,AVG"
"seven-dom.com","18","Comodo,AntiVir,TrendMicro,McAfee-GW-Edition,Sophos,McAfee,Microsoft,GData,ESET-NOD32,TrendMicro-HouseCall,Avast,Kaspersky,NANO-Antivirus,Tencent,Ikarus,AVG,Emsisoft,Qihoo-360"
